Mother,Father,Food,Sex,Challenge,Vial_num,Vial_num_unique,Indiv_num,Mating_status,Dose,Day_of_injection,Time_of_injection,Day_of_death,Time_of_death,Time_to_death,Censor,Group
S106,TotM,neg_RU,Male,PBS,8,Vial_16,5,Mated,PBS,20/04/2021,11:13,23/04/2021,17:00,3.240972222,0,Male_neg_RU_PBS
S106,TotM,neg_RU,Male,PBS,8,Vial_16,6,Mated,PBS,20/04/2021,11:13,23/04/2021,17:00,3.240972222,0,Male_neg_RU_PBS
S106,TotM,neg_RU,Male,PBS,8,Vial_16,7,Mated,PBS,20/04/2021,11:13,23/04/2021,17:00,3.240972222,0,Male_neg_RU_PBS
S106,TotM,neg_RU,Male,PBS,8,Vial_16,8,Mated,PBS,20/04/2021,11:13,23/04/2021,17:00,3.240972222,0,Male_neg_RU_PBS
S106,TotM,neg_RU,Male,PBS,8,Vial_16,9,Mated,PBS,20/04/2021,11:13,23/04/2021,17:00,3.240972222,0,Male_neg_RU_PBS
S106,TotM,neg_RU,Male,PBS,8,Vial_16,10,Mated,PBS,20/04/2021,11:13,23/04/2021,17:00,3.240972222,0,Male_neg_RU_PBS
S106,TotM,pos_RU,Female,PBS,1,Vial_17,1,Mated,PBS,20/04/2021,11:24,23/04/2021,17:00,3.233333333,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,1,Vial_17,2,Mated,PBS,20/04/2021,11:24,23/04/2021,17:00,3.233333333,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,1,Vial_17,3,Mated,PBS,20/04/2021,11:24,23/04/2021,17:00,3.233333333,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,1,Vial_17,4,Mated,PBS,20/04/2021,11:24,23/04/2021,17:00,3.233333333,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,1,Vial_17,5,Mated,PBS,20/04/2021,11:24,23/04/2021,17:00,3.233333333,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,1,Vial_17,6,Mated,PBS,20/04/2021,11:24,23/04/2021,17:00,3.233333333,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,1,Vial_17,7,Mated,PBS,20/04/2021,11:24,23/04/2021,17:00,3.233333333,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,1,Vial_17,8,Mated,PBS,20/04/2021,11:24,23/04/2021,17:00,3.233333333,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,1,Vial_17,9,Mated,PBS,20/04/2021,11:24,23/04/2021,17:00,3.233333333,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,1,Vial_17,10,Mated,PBS,20/04/2021,11:24,23/04/2021,17:00,3.233333333,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,2,Vial_18,1,Mated,PBS,20/04/2021,11:28,21/04/2021,14:45,1.136805556,1,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,2,Vial_18,2,Mated,PBS,20/04/2021,11:28,23/04/2021,17:00,3.230555556,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,2,Vial_18,3,Mated,PBS,20/04/2021,11:28,23/04/2021,17:00,3.230555556,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,2,Vial_18,4,Mated,PBS,20/04/2021,11:28,23/04/2021,17:00,3.230555556,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,2,Vial_18,5,Mated,PBS,20/04/2021,11:28,23/04/2021,17:00,3.230555556,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,2,Vial_18,6,Mated,PBS,20/04/2021,11:28,23/04/2021,17:00,3.230555556,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,2,Vial_18,7,Mated,PBS,20/04/2021,11:28,23/04/2021,17:00,3.230555556,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,2,Vial_18,8,Mated,PBS,20/04/2021,11:28,23/04/2021,17:00,3.230555556,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,2,Vial_18,9,Mated,PBS,20/04/2021,11:28,23/04/2021,17:00,3.230555556,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,2,Vial_18,10,Mated,PBS,20/04/2021,11:28,23/04/2021,17:00,3.230555556,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,3,Vial_19,1,Mated,PBS,20/04/2021,11:31,23/04/2021,17:00,3.228472222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,3,Vial_19,2,Mated,PBS,20/04/2021,11:31,23/04/2021,17:00,3.228472222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,3,Vial_19,3,Mated,PBS,20/04/2021,11:31,23/04/2021,17:00,3.228472222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,3,Vial_19,4,Mated,PBS,20/04/2021,11:31,23/04/2021,17:00,3.228472222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,3,Vial_19,5,Mated,PBS,20/04/2021,11:31,23/04/2021,17:00,3.228472222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,3,Vial_19,6,Mated,PBS,20/04/2021,11:31,23/04/2021,17:00,3.228472222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,3,Vial_19,7,Mated,PBS,20/04/2021,11:31,23/04/2021,17:00,3.228472222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,3,Vial_19,8,Mated,PBS,20/04/2021,11:31,23/04/2021,17:00,3.228472222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,3,Vial_19,9,Mated,PBS,20/04/2021,11:31,23/04/2021,17:00,3.228472222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,3,Vial_19,10,Mated,PBS,20/04/2021,11:31,23/04/2021,17:00,3.228472222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,4,Vial_20,1,Mated,PBS,20/04/2021,11:35,21/04/2021,09:20,0.90625,1,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,4,Vial_20,2,Mated,PBS,20/04/2021,11:35,23/04/2021,17:00,3.225694444,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,4,Vial_20,3,Mated,PBS,20/04/2021,11:35,23/04/2021,17:00,3.225694444,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,4,Vial_20,4,Mated,PBS,20/04/2021,11:35,23/04/2021,17:00,3.225694444,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,4,Vial_20,5,Mated,PBS,20/04/2021,11:35,23/04/2021,17:00,3.225694444,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,4,Vial_20,6,Mated,PBS,20/04/2021,11:35,23/04/2021,17:00,3.225694444,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,4,Vial_20,7,Mated,PBS,20/04/2021,11:35,23/04/2021,17:00,3.225694444,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,4,Vial_20,8,Mated,PBS,20/04/2021,11:35,23/04/2021,17:00,3.225694444,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,4,Vial_20,9,Mated,PBS,20/04/2021,11:35,23/04/2021,17:00,3.225694444,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,4,Vial_20,10,Mated,PBS,20/04/2021,11:35,23/04/2021,17:00,3.225694444,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,5,Vial_21,1,Mated,PBS,20/04/2021,11:38,21/04/2021,12:15,1.025694444,1,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,5,Vial_21,2,Mated,PBS,20/04/2021,11:38,22/04/2021,14:00,2.098611111,1,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,5,Vial_21,3,Mated,PBS,20/04/2021,11:38,23/04/2021,17:00,3.223611111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,5,Vial_21,4,Mated,PBS,20/04/2021,11:38,23/04/2021,17:00,3.223611111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,5,Vial_21,5,Mated,PBS,20/04/2021,11:38,23/04/2021,17:00,3.223611111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,5,Vial_21,6,Mated,PBS,20/04/2021,11:38,23/04/2021,17:00,3.223611111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,5,Vial_21,7,Mated,PBS,20/04/2021,11:38,23/04/2021,17:00,3.223611111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,5,Vial_21,8,Mated,PBS,20/04/2021,11:38,23/04/2021,17:00,3.223611111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,5,Vial_21,9,Mated,PBS,20/04/2021,11:38,23/04/2021,17:00,3.223611111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,5,Vial_21,10,Mated,PBS,20/04/2021,11:38,23/04/2021,17:00,3.223611111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,6,Vial_22,1,Mated,PBS,20/04/2021,11:40,22/04/2021,09:30,1.909722222,1,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,6,Vial_22,2,Mated,PBS,20/04/2021,11:40,22/04/2021,12:00,2.013888889,1,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,6,Vial_22,3,Mated,PBS,20/04/2021,11:40,23/04/2021,17:00,3.222222222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,6,Vial_22,4,Mated,PBS,20/04/2021,11:40,23/04/2021,17:00,3.222222222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,6,Vial_22,5,Mated,PBS,20/04/2021,11:40,23/04/2021,17:00,3.222222222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,6,Vial_22,6,Mated,PBS,20/04/2021,11:40,23/04/2021,17:00,3.222222222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,6,Vial_22,7,Mated,PBS,20/04/2021,11:40,23/04/2021,17:00,3.222222222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,6,Vial_22,8,Mated,PBS,20/04/2021,11:40,23/04/2021,17:00,3.222222222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,6,Vial_22,9,Mated,PBS,20/04/2021,11:40,23/04/2021,17:00,3.222222222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,6,Vial_22,10,Mated,PBS,20/04/2021,11:40,23/04/2021,17:00,3.222222222,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,7,Vial_23,1,Mated,PBS,20/04/2021,11:43,23/04/2021,17:00,3.220138889,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,7,Vial_23,2,Mated,PBS,20/04/2021,11:43,23/04/2021,17:00,3.220138889,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,7,Vial_23,3,Mated,PBS,20/04/2021,11:43,23/04/2021,17:00,3.220138889,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,7,Vial_23,4,Mated,PBS,20/04/2021,11:43,23/04/2021,17:00,3.220138889,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,7,Vial_23,5,Mated,PBS,20/04/2021,11:43,23/04/2021,17:00,3.220138889,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,7,Vial_23,6,Mated,PBS,20/04/2021,11:43,23/04/2021,17:00,3.220138889,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,7,Vial_23,7,Mated,PBS,20/04/2021,11:43,23/04/2021,17:00,3.220138889,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,7,Vial_23,8,Mated,PBS,20/04/2021,11:43,23/04/2021,17:00,3.220138889,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,7,Vial_23,9,Mated,PBS,20/04/2021,11:43,23/04/2021,17:00,3.220138889,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,7,Vial_23,10,Mated,PBS,20/04/2021,11:43,23/04/2021,17:00,3.220138889,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,8,Vial_24,1,Mated,PBS,20/04/2021,11:47,21/04/2021,12:15,1.019444444,1,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,8,Vial_24,2,Mated,PBS,20/04/2021,11:47,22/04/2021,09:30,1.904861111,1,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,8,Vial_24,3,Mated,PBS,20/04/2021,11:47,23/04/2021,17:00,3.217361111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,8,Vial_24,4,Mated,PBS,20/04/2021,11:47,23/04/2021,17:00,3.217361111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,8,Vial_24,5,Mated,PBS,20/04/2021,11:47,23/04/2021,17:00,3.217361111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,8,Vial_24,6,Mated,PBS,20/04/2021,11:47,23/04/2021,17:00,3.217361111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,8,Vial_24,7,Mated,PBS,20/04/2021,11:47,23/04/2021,17:00,3.217361111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,8,Vial_24,8,Mated,PBS,20/04/2021,11:47,23/04/2021,17:00,3.217361111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,8,Vial_24,9,Mated,PBS,20/04/2021,11:47,23/04/2021,17:00,3.217361111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Female,PBS,8,Vial_24,10,Mated,PBS,20/04/2021,11:47,23/04/2021,17:00,3.217361111,0,Female_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,1,Vial_25,1,Mated,PBS,20/04/2021,11:55,22/04/2021,09:30,1.899305556,1,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,1,Vial_25,2,Mated,PBS,20/04/2021,11:55,23/04/2021,17:00,3.211805556,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,1,Vial_25,3,Mated,PBS,20/04/2021,11:55,23/04/2021,17:00,3.211805556,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,1,Vial_25,4,Mated,PBS,20/04/2021,11:55,23/04/2021,17:00,3.211805556,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,1,Vial_25,5,Mated,PBS,20/04/2021,11:55,23/04/2021,17:00,3.211805556,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,1,Vial_25,6,Mated,PBS,20/04/2021,11:55,23/04/2021,17:00,3.211805556,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,1,Vial_25,7,Mated,PBS,20/04/2021,11:55,23/04/2021,17:00,3.211805556,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,1,Vial_25,8,Mated,PBS,20/04/2021,11:55,23/04/2021,17:00,3.211805556,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,1,Vial_25,9,Mated,PBS,20/04/2021,11:55,23/04/2021,17:00,3.211805556,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,1,Vial_25,10,Mated,PBS,20/04/2021,11:55,23/04/2021,17:00,3.211805556,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,2,Vial_26,1,Mated,PBS,20/04/2021,11:59,23/04/2021,17:00,3.209027778,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,2,Vial_26,2,Mated,PBS,20/04/2021,11:59,23/04/2021,17:00,3.209027778,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,2,Vial_26,3,Mated,PBS,20/04/2021,11:59,23/04/2021,17:00,3.209027778,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,2,Vial_26,4,Mated,PBS,20/04/2021,11:59,23/04/2021,17:00,3.209027778,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,2,Vial_26,5,Mated,PBS,20/04/2021,11:59,23/04/2021,17:00,3.209027778,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,2,Vial_26,6,Mated,PBS,20/04/2021,11:59,23/04/2021,17:00,3.209027778,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,2,Vial_26,7,Mated,PBS,20/04/2021,11:59,23/04/2021,17:00,3.209027778,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,2,Vial_26,8,Mated,PBS,20/04/2021,11:59,23/04/2021,17:00,3.209027778,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,2,Vial_26,9,Mated,PBS,20/04/2021,11:59,23/04/2021,17:00,3.209027778,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,2,Vial_26,10,Mated,PBS,20/04/2021,11:59,23/04/2021,17:00,3.209027778,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,3,Vial_27,1,Mated,PBS,20/04/2021,12:02,21/04/2021,12:15,1.009027778,1,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,3,Vial_27,2,Mated,PBS,20/04/2021,12:02,23/04/2021,17:00,3.206944444,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,3,Vial_27,3,Mated,PBS,20/04/2021,12:02,23/04/2021,17:00,3.206944444,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,3,Vial_27,4,Mated,PBS,20/04/2021,12:02,23/04/2021,17:00,3.206944444,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,3,Vial_27,5,Mated,PBS,20/04/2021,12:02,23/04/2021,17:00,3.206944444,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,3,Vial_27,6,Mated,PBS,20/04/2021,12:02,23/04/2021,17:00,3.206944444,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,3,Vial_27,7,Mated,PBS,20/04/2021,12:02,23/04/2021,17:00,3.206944444,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,3,Vial_27,8,Mated,PBS,20/04/2021,12:02,23/04/2021,17:00,3.206944444,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,3,Vial_27,9,Mated,PBS,20/04/2021,12:02,23/04/2021,17:00,3.206944444,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,3,Vial_27,10,Mated,PBS,20/04/2021,12:02,23/04/2021,17:00,3.206944444,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,4,Vial_28,1,Mated,PBS,20/04/2021,12:06,23/04/2021,17:00,3.204166667,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,4,Vial_28,2,Mated,PBS,20/04/2021,12:06,23/04/2021,17:00,3.204166667,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,4,Vial_28,3,Mated,PBS,20/04/2021,12:06,23/04/2021,17:00,3.204166667,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,4,Vial_28,4,Mated,PBS,20/04/2021,12:06,23/04/2021,17:00,3.204166667,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,4,Vial_28,5,Mated,PBS,20/04/2021,12:06,23/04/2021,17:00,3.204166667,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,4,Vial_28,6,Mated,PBS,20/04/2021,12:06,23/04/2021,17:00,3.204166667,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,4,Vial_28,7,Mated,PBS,20/04/2021,12:06,23/04/2021,17:00,3.204166667,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,4,Vial_28,8,Mated,PBS,20/04/2021,12:06,23/04/2021,17:00,3.204166667,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,4,Vial_28,9,Mated,PBS,20/04/2021,12:06,23/04/2021,17:00,3.204166667,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,4,Vial_28,10,Mated,PBS,20/04/2021,12:06,23/04/2021,17:00,3.204166667,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,5,Vial_29,1,Mated,PBS,20/04/2021,12:09,21/04/2021,09:20,0.882638889,1,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,5,Vial_29,2,Mated,PBS,20/04/2021,12:09,22/04/2021,09:30,1.889583333,1,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,5,Vial_29,3,Mated,PBS,20/04/2021,12:09,23/04/2021,13:15,3.045833333,1,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,5,Vial_29,4,Mated,PBS,20/04/2021,12:09,23/04/2021,17:00,3.202083333,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,5,Vial_29,5,Mated,PBS,20/04/2021,12:09,23/04/2021,17:00,3.202083333,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,5,Vial_29,6,Mated,PBS,20/04/2021,12:09,23/04/2021,17:00,3.202083333,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,5,Vial_29,7,Mated,PBS,20/04/2021,12:09,23/04/2021,17:00,3.202083333,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,5,Vial_29,8,Mated,PBS,20/04/2021,12:09,23/04/2021,17:00,3.202083333,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,5,Vial_29,9,Mated,PBS,20/04/2021,12:09,23/04/2021,17:00,3.202083333,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,5,Vial_29,10,Mated,PBS,20/04/2021,12:09,23/04/2021,17:00,3.202083333,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,6,Vial_30,1,Mated,PBS,20/04/2021,12:19,21/04/2021,09:20,0.875694444,1,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,6,Vial_30,2,Mated,PBS,20/04/2021,12:19,23/04/2021,17:00,3.195138889,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,6,Vial_30,3,Mated,PBS,20/04/2021,12:19,23/04/2021,17:00,3.195138889,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,6,Vial_30,4,Mated,PBS,20/04/2021,12:19,23/04/2021,17:00,3.195138889,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,6,Vial_30,5,Mated,PBS,20/04/2021,12:19,23/04/2021,17:00,3.195138889,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,6,Vial_30,6,Mated,PBS,20/04/2021,12:19,23/04/2021,17:00,3.195138889,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,6,Vial_30,7,Mated,PBS,20/04/2021,12:19,23/04/2021,17:00,3.195138889,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,6,Vial_30,8,Mated,PBS,20/04/2021,12:19,23/04/2021,17:00,3.195138889,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,6,Vial_30,9,Mated,PBS,20/04/2021,12:19,23/04/2021,17:00,3.195138889,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,6,Vial_30,10,Mated,PBS,20/04/2021,12:19,23/04/2021,17:00,3.195138889,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,7,Vial_31,1,Mated,PBS,20/04/2021,12:23,23/04/2021,09:30,2.879861111,1,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,7,Vial_31,2,Mated,PBS,20/04/2021,12:23,23/04/2021,17:00,3.192361111,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,7,Vial_31,3,Mated,PBS,20/04/2021,12:23,23/04/2021,17:00,3.192361111,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,7,Vial_31,4,Mated,PBS,20/04/2021,12:23,23/04/2021,17:00,3.192361111,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,7,Vial_31,5,Mated,PBS,20/04/2021,12:23,23/04/2021,17:00,3.192361111,0,Male_pos_RU_PBS
S106,TotM,pos_RU,Male,PBS,7,Vial_31,6,Mated,PBS,20/04/2021,12:23,23/04/2021,17:00,3.192361111,0,Male_pos_RU_PBS
